iter	Passed	Remaining
1678	5602	27766
1679	5606	27763
1680	5609	27760
1681	5612	27757
1682	5616	27754
1683	5619	27751
1684	5623	27748
1685	5626	27744
1686	5629	27741
1687	5633	27738
1688	5636	27735
1689	5639	27732
1690	5643	27728
1691	5646	27725
1692	5650	27722
1693	5653	27719
1694	5656	27717
1695	5660	27713
1696	5663	27710
1697	5666	27707
1698	5670	27704
1699	5673	27701
1700	5677	27698
1701	5680	27695
1702	5683	27692
1703	5687	27689
1704	5690	27686
1705	5694	27683
1706	5697	27679
1707	5700	27677
1708	5704	27674
1709	5707	27671
1710	5711	27668
1711	5714	27665
1712	5718	27662
1713	5721	27659
1714	5724	27656
1715	5728	27653
1716	5731	27651
1717	5735	27648
1718	5738	27645
1719	5742	27642
1720	5745	27639
1721	5749	27636
1722	5752	27633
1723	5755	27631
1724	5759	27628
1725	5762	27625
1726	5766	27622
1727	5769	27619
1728	5773	27616
1729	5776	27614
1730	5780	27611
1731	5783	27608
1732	5787	27605
1733	5790	27603
1734	5793	27600
1735	5797	27597
1736	5800	27594
1737	5804	27591
1738	5807	27588
1739	5811	27585
1740	5814	27582
1741	5817	27579
1742	5821	27576
1743	5824	27573
1744	5828	27570
1745	5831	27567
1746	5834	27564
1747	5838	27561
1748	5841	27558
1749	5845	27556
1750	5848	27553
1751	5852	27550
1752	5855	27547
1753	5859	27544
1754	5862	27542
1755	5866	27539
1756	5869	27536
1757	5872	27533
1758	5876	27530
1759	5879	27528
1760	5883	27525
1761	5886	27522
1762	5890	27519
1763	5893	27516
1764	5897	27513
1765	5900	27510
1766	5903	27508
1767	5907	27505
1768	5910	27502
1769	5914	27500
1770	5917	27497
1771	5921	27494
1772	5924	27491
1773	5928	27489
1774	5931	27486
1775	5935	27484
1776	5938	27481
1777	5942	27478
1778	5945	27475
1779	5949	27473
1780	5952	27470
1781	5956	27467
1782	5959	27464
1783	5962	27461
1784	5966	27459
1785	5969	27456
1786	5973	27453
1787	5976	27450
1788	5980	27447
1789	5983	27444
1790	5987	27441
1791	5990	27439
1792	5994	27436
1793	5997	27433
1794	6001	27430
1795	6004	27428
1796	6007	27425
1797	6011	27422
1798	6014	27419
1799	6018	27416
1800	6021	27414
1801	6025	27411
1802	6028	27408
1803	6032	27406
1804	6035	27402
1805	6039	27400
1806	6042	27397
1807	6046	27394
1808	6049	27391
1809	6053	27389
1810	6056	27386
1811	6060	27383
1812	6063	27381
1813	6066	27378
1814	6070	27375
1815	6073	27372
1816	6077	27369
1817	6080	27367
1818	6084	27364
1819	6087	27361
1820	6091	27359
1821	6094	27356
1822	6098	27353
